ZIP Code,NAME,Dominant Tapestry Segment Number per Zip,Dominant Tapestry Segment Code per Zip,Dominant Tapestry Segment Name per Zip,Dominant Lifemode Code,Dominant Lifemode Group Name
95389,Yosemite National Park,34,8B,Emerald City,8,Middle Ground
95391,Tracy,3,1C,Boomburbs,1,Affluent Estates
95401,Santa Rosa,14,4B,Home Improvement,8,Middle Ground
95403,Santa Rosa,14,4B,Home Improvement,4,Family Landscapes
95404,Santa Rosa,5,1E,Exurbanites,1,Affluent Estates
95405,Santa Rosa,33,8A,City Lights,8,Middle Ground
95407,Santa Rosa,28,7B,Urban Villages,7,Ethnic Enclaves
95409,Santa Rosa,42,9C,The Elders,9,Senior Styles
95410,Albion,25,6E,Rural Resort Dwellers,6,Cozy Country Living
95412,Annapolis,23,6C,The Great Outdoors,6,Cozy Country Living
95415,Boonville,49,10D,Down the Road,10,Rustic Outposts
95417,Branscomb,23,6C,The Great Outdoors,6,Cozy Country Living
95419,Camp Meeker,6,2A,Urban Chic,2,Upscale Avenues
95420,Caspar,23,6C,The Great Outdoors,6,Cozy Country Living
95421,Cazadero,23,6C,The Great Outdoors,6,Cozy Country Living
95422,Clearlake,58,12C,Small Town Simplicity,12,Hometown
95423,Clearlake Oaks,43,9D,Senior Escapes,9,Senior Styles
95425,Cloverdale,21,6A,Green Acres,6,Cozy Country Living
95426,Cobb,23,6C,The Great Outdoors,6,Cozy Country Living
95427,Comptche,23,6C,The Great Outdoors,6,Cozy Country Living
95428,Covelo,58,12C,Small Town Simplicity,6,Cozy Country Living
95429,Dos Rios,23,6C,The Great Outdoors,6,Cozy Country Living
95430,Duncans Mills,25,6E,Rural Resort Dwellers,6,Cozy Country Living
95432,Elk,25,6E,Rural Resort Dwellers,6,Cozy Country Living
95436,Forestville,23,6C,The Great Outdoors,6,Cozy Country Living
95437,Fort Bragg,23,6C,The Great Outdoors,6,Cozy Country Living
95441,Geyserville,6,2A,Urban Chic,2,Upscale Avenues
95442,Glen Ellen,5,1E,Exurbanites,1,Affluent Estates
95443,Glenhaven,25,6E,Rural Resort Dwellers,6,Cozy Country Living
95444,Graton,23,6C,The Great Outdoors,6,Cozy Country Living
95445,Gualala,23,6C,The Great Outdoors,6,Cozy Country Living
95446,Guerneville,23,6C,The Great Outdoors,6,Cozy Country Living
95448,Healdsburg,5,1E,Exurbanites,1,Affluent Estates
95449,Hopland,33,8A,City Lights,8,Middle Ground
95450,Jenner,25,6E,Rural Resort Dwellers,6,Cozy Country Living
95451,Kelseyville,23,6C,The Great Outdoors,6,Cozy Country Living
95452,Kenwood,23,6C,The Great Outdoors,6,Cozy Country Living
95453,Lakeport,43,9D,Senior Escapes,6,Cozy Country Living
95454,Laytonville,58,12C,Small Town Simplicity,12,Hometown
95456,Little River,25,6E,Rural Resort Dwellers,6,Cozy Country Living
95457,Lower Lake,23,6C,The Great Outdoors,6,Cozy Country Living
95458,Lucerne,43,9D,Senior Escapes,9,Senior Styles
95459,Manchester,25,6E,Rural Resort Dwellers,6,Cozy Country Living
95460,Mendocino,23,6C,The Great Outdoors,6,Cozy Country Living
95461,Middletown,23,6C,The Great Outdoors,6,Cozy Country Living
95462,Monte Rio,23,6C,The Great Outdoors,6,Cozy Country Living
95464,Nice,58,12C,Small Town Simplicity,12,Hometown
95465,Occidental,23,6C,The Great Outdoors,6,Cozy Country Living
95466,Philo,23,6C,The Great Outdoors,6,Cozy Country Living
95467,Hidden Valley Lake,21,6A,Green Acres,6,Cozy Country Living
95468,Point Arena,23,6C,The Great Outdoors,6,Cozy Country Living
95469,Potter Valley,23,6C,The Great Outdoors,6,Cozy Country Living
95470,Redwood Valley,23,6C,The Great Outdoors,6,Cozy Country Living
95472,Sebastopol,5,1E,Exurbanites,1,Affluent Estates
95476,Sonoma,33,8A,City Lights,9,Senior Styles
95480,Stewarts Point,23,6C,The Great Outdoors,6,Cozy Country Living
95482,Ukiah,37,8E,Front Porches,8,Middle Ground
95485,Upper Lake,47,10B,Rooted Rural,10,Rustic Outposts
95486,Villa Grande,23,6C,The Great Outdoors,6,Cozy Country Living
95488,Westport,25,6E,Rural Resort Dwellers,6,Cozy Country Living
95490,Willits,23,6C,The Great Outdoors,6,Cozy Country Living
95492,Windsor,3,1C,Boomburbs,1,Affluent Estates
95493,Witter Springs,25,6E,Rural Resort Dwellers,6,Cozy Country Living
95494,Yorkville,23,6C,The Great Outdoors,6,Cozy Country Living
95497,The Sea Ranch,40,9A,Silver & Gold,9,Senior Styles
95501,Eureka,54,11D,Set to Impress,11,Midtown Singles
95503,Eureka,23,6C,The Great Outdoors,5,GenXurban
95511,Alderpoint,23,6C,The Great Outdoors,6,Cozy Country Living
95514,Blocksburg,23,6C,The Great Outdoors,6,Cozy Country Living
95519,Mckinleyville,23,6C,The Great Outdoors,8,Middle Ground
95521,Arcata,66,14B,College Towns,14,Scholars and Patriots
95524,Bayside,23,6C,The Great Outdoors,6,Cozy Country Living
95525,Blue Lake,38,8F,Old and Newcomers,8,Middle Ground
95526,Bridgeville,23,6C,The Great Outdoors,6,Cozy Country Living
95527,Burnt Ranch,43,9D,Senior Escapes,9,Senior Styles
95528,Carlotta,23,6C,The Great Outdoors,6,Cozy Country Living
95531,Crescent City,47,10B,Rooted Rural,10,Rustic Outposts
95536,Ferndale,17,5B,In Style,5,GenXurban
95537,Fields Landing,58,12C,Small Town Simplicity,12,Hometown
95540,Fortuna,23,6C,The Great Outdoors,6,Cozy Country Living
95542,Garberville,23,6C,The Great Outdoors,6,Cozy Country Living
95543,Gasquet,43,9D,Senior Escapes,9,Senior Styles
95546,Hoopa,49,10D,Down the Road,10,Rustic Outposts
95547,Hydesville,23,6C,The Great Outdoors,6,Cozy Country Living
95548,Klamath,43,9D,Senior Escapes,9,Senior Styles
95549,Kneeland,23,6C,The Great Outdoors,6,Cozy Country Living
95550,Korbel,23,6C,The Great Outdoors,6,Cozy Country Living
95551,Loleta,26,6F,Heartland Communities,6,Cozy Country Living
95552,Mad River,25,6E,Rural Resort Dwellers,6,Cozy Country Living
95553,Miranda,23,6C,The Great Outdoors,6,Cozy Country Living
95554,Myers Flat,23,6C,The Great Outdoors,6,Cozy Country Living
95555,Orick,23,6C,The Great Outdoors,6,Cozy Country Living
95556,Orleans,23,6C,The Great Outdoors,6,Cozy Country Living
95558,Petrolia,23,6C,The Great Outdoors,6,Cozy Country Living
95559,Phillipsville,23,6C,The Great Outdoors,6,Cozy Country Living
95560,Redway,49,10D,Down the Road,10,Rustic Outposts
95562,Rio Dell,37,8E,Front Porches,8,Middle Ground
95563,Salyer,43,9D,Senior Escapes,9,Senior Styles
95564,Samoa,37,8E,Front Porches,8,Middle Ground
95565,Scotia,57,12B,Traditional Living,12,Hometown
95567,Smith River,43,9D,Senior Escapes,9,Senior Styles
95568,Somes Bar,43,9D,Senior Escapes,9,Senior Styles
95569,Redcrest,57,12B,Traditional Living,6,Cozy Country Living
95570,Trinidad,23,6C,The Great Outdoors,6,Cozy Country Living
95571,Weott,23,6C,The Great Outdoors,6,Cozy Country Living
95573,Willow Creek,23,6C,The Great Outdoors,6,Cozy Country Living
95585,Leggett,58,12C,Small Town Simplicity,12,Hometown
95587,Piercy,23,6C,The Great Outdoors,6,Cozy Country Living
95589,Whitethorn,23,6C,The Great Outdoors,6,Cozy Country Living
95595,Zenia,23,6C,The Great Outdoors,6,Cozy Country Living
95601,Amador City,25,6E,Rural Resort Dwellers,6,Cozy Country Living
95602,Auburn,5,1E,Exurbanites,1,Affluent Estates
95603,Auburn,5,1E,Exurbanites,5,GenXurban
95605,West Sacramento,37,8E,Front Porches,8,Middle Ground
95606,Brooks,24,6D,Prairie Living,6,Cozy Country Living
95607,Capay,24,6D,Prairie Living,6,Cozy Country Living
95608,Carmichael,38,8F,Old and Newcomers,5,GenXurban
95610,Citrus Heights,18,5C,Parks and Rec,5,GenXurban
95612,Clarksburg,24,6D,Prairie Living,6,Cozy Country Living
95613,Coloma,4,1D,Savvy Suburbanites,1,Affluent Estates
95614,Cool,21,6A,Green Acres,6,Cozy Country Living
95615,Courtland,28,7B,Urban Villages,7,Ethnic Enclaves
95616,Davis,66,14B,College Towns,14,Scholars and Patriots
95618,Davis,66,14B,College Towns,2,Upscale Avenues
95619,Diamond Springs,23,6C,The Great Outdoors,6,Cozy Country Living
95620,Dixon,13,4A,Soccer Moms,4,Family Landscapes
95621,Citrus Heights,14,4B,Home Improvement,5,GenXurban
95623,El Dorado,23,6C,The Great Outdoors,6,Cozy Country Living
95624,Elk Grove,3,1C,Boomburbs,1,Affluent Estates
95626,Elverta,14,4B,Home Improvement,4,Family Landscapes
95627,Esparto,28,7B,Urban Villages,7,Ethnic Enclaves
95628,Fair Oaks,5,1E,Exurbanites,5,GenXurban
95629,Fiddletown,25,6E,Rural Resort Dwellers,6,Cozy Country Living
95630,Folsom,3,1C,Boomburbs,1,Affluent Estates
95631,Foresthill,23,6C,The Great Outdoors,6,Cozy Country Living
95632,Galt,29,7C,American Dreamers,7,Ethnic Enclaves
95633,Garden Valley,23,6C,The Great Outdoors,6,Cozy Country Living
95634,Georgetown,23,6C,The Great Outdoors,6,Cozy Country Living
95635,Greenwood,23,6C,The Great Outdoors,6,Cozy Country Living
95636,Grizzly Flats,23,6C,The Great Outdoors,6,Cozy Country Living
95637,Guinda,24,6D,Prairie Living,6,Cozy Country Living
95638,Herald,7,2B,Pleasantville,2,Upscale Avenues
95639,Hood,23,6C,The Great Outdoors,6,Cozy Country Living
95640,Ione,21,6A,Green Acres,6,Cozy Country Living
95641,Isleton,43,9D,Senior Escapes,9,Senior Styles
95642,Jackson,23,6C,The Great Outdoors,5,GenXurban
95645,Knights Landing,47,10B,Rooted Rural,10,Rustic Outposts
95646,Kirkwood,23,6C,The Great Outdoors,6,Cozy Country Living
95648,Lincoln,3,1C,Boomburbs,9,Senior Styles
95650,Loomis,5,1E,Exurbanites,1,Affluent Estates
95651,Lotus,4,1D,Savvy Suburbanites,1,Affluent Estates
95652,Mcclellan,53,11C,Metro Fusion,11,Midtown Singles
95653,Madison,28,7B,Urban Villages,7,Ethnic Enclaves
95655,Mather,3,1C,Boomburbs,1,Affluent Estates
95658,Newcastle,5,1E,Exurbanites,1,Affluent Estates
95659,Nicolaus,23,6C,The Great Outdoors,6,Cozy Country Living
95660,North Highlands,19,5D,Rustbelt Traditions,5,GenXurban
95661,Roseville,17,5B,In Style,5,GenXurban
95662,Orangevale,14,4B,Home Improvement,5,GenXurban
95663,Penryn,5,1E,Exurbanites,1,Affluent Estates
95664,Pilot Hill,5,1E,Exurbanites,1,Affluent Estates
95665,Pine Grove,16,5A,Comfortable Empty Nesters,5,GenXurban
95666,Pioneer,25,6E,Rural Resort Dwellers,6,Cozy Country Living
95667,Placerville,23,6C,The Great Outdoors,6,Cozy Country Living
95668,Pleasant Grove,21,6A,Green Acres,6,Cozy Country Living
95669,Plymouth,23,6C,The Great Outdoors,6,Cozy Country Living
95670,Rancho Cordova,37,8E,Front Porches,8,Middle Ground
95672,Rescue,4,1D,Savvy Suburbanites,1,Affluent Estates
95673,Rio Linda,29,7C,American Dreamers,7,Ethnic Enclaves
95674,Rio Oso,21,6A,Green Acres,6,Cozy Country Living
95676,Robbins,46,10A,Southern Satellites,10,Rustic Outposts
95677,Rocklin,17,5B,In Style,5,GenXurban
95678,Roseville,35,8C,Bright Young Professionals,8,Middle Ground
95679,Rumsey,24,6D,Prairie Living,6,Cozy Country Living
95681,Sheridan,21,6A,Green Acres,6,Cozy Country Living
95682,Shingle Springs,5,1E,Exurbanites,1,Affluent Estates
95683,Sloughhouse,5,1E,Exurbanites,1,Affluent Estates
95684,Somerset,23,6C,The Great Outdoors,6,Cozy Country Living
95685,Sutter Creek,43,9D,Senior Escapes,9,Senior Styles
95686,Thornton,28,7B,Urban Villages,7,Ethnic Enclaves
95687,Vacaville,13,4A,Soccer Moms,4,Family Landscapes
95688,Vacaville,5,1E,Exurbanites,1,Affluent Estates
95689,Volcano,40,9A,Silver & Gold,9,Senior Styles
95690,Walnut Grove,7,2B,Pleasantville,2,Upscale Avenues
95691,West Sacramento,27,7A,Up and Coming Families,8,Middle Ground
95692,Wheatland,15,4C,Middleburg,4,Family Landscapes
95693,Wilton,4,1D,Savvy Suburbanites,1,Affluent Estates
95694,Winters,28,7B,Urban Villages,7,Ethnic Enclaves
95695,Woodland,37,8E,Front Porches,8,Middle Ground
95697,Yolo,28,7B,Urban Villages,7,Ethnic Enclaves
95698,Zamora,46,10A,Southern Satellites,10,Rustic Outposts
95699,Drytown,23,6C,The Great Outdoors,6,Cozy Country Living
95701,Alta,23,6C,The Great Outdoors,6,Cozy Country Living
95703,Applegate,23,6C,The Great Outdoors,6,Cozy Country Living
95709,Camino,23,6C,The Great Outdoors,6,Cozy Country Living
95713,Colfax,23,6C,The Great Outdoors,6,Cozy Country Living
95714,Dutch Flat,23,6C,The Great Outdoors,6,Cozy Country Living
95715,Emigrant Gap,23,6C,The Great Outdoors,6,Cozy Country Living
95717,Gold Run,23,6C,The Great Outdoors,6,Cozy Country Living
95720,Kyburz,25,6E,Rural Resort Dwellers,6,Cozy Country Living
95722,Meadow Vista,5,1E,Exurbanites,1,Affluent Estates
95724,Norden,23,6C,The Great Outdoors,6,Cozy Country Living
95726,Pollock Pines,23,6C,The Great Outdoors,6,Cozy Country Living
95728,Soda Springs,23,6C,The Great Outdoors,6,Cozy Country Living
95735,Twin Bridges,25,6E,Rural Resort Dwellers,6,Cozy Country Living
95742,Rancho Cordova,3,1C,Boomburbs,1,Affluent Estates
95746,Granite Bay,5,1E,Exurbanites,1,Affluent Estates
95747,Roseville,3,1C,Boomburbs,1,Affluent Estates
95757,Elk Grove,3,1C,Boomburbs,1,Affluent Estates
95758,Elk Grove,13,4A,Soccer Moms,4,Family Landscapes
95762,El Dorado Hills,2,1B,Professional Pride,1,Affluent Estates
95765,Rocklin,3,1C,Boomburbs,1,Affluent Estates
95776,Woodland,27,7A,Up and Coming Families,7,Ethnic Enclaves
95811,Sacramento,11,3B,Metro Renters,3,Uptown Individuals
95814,Sacramento,45,9F,Social Security Set,9,Senior Styles
95815,Sacramento,39,8G,Hardscrabble Road,8,Middle Ground
95816,Sacramento,11,3B,Metro Renters,3,Uptown Individuals
95818,Sacramento,6,2A,Urban Chic,11,Midtown Singles
95819,Sacramento,17,5B,In Style,5,GenXurban
95821,Sacramento,37,8E,Front Porches,8,Middle Ground
95823,Sacramento,29,7C,American Dreamers,7,Ethnic Enclaves
95825,Sacramento,52,11B,Young and Restless,11,Midtown Singles
95827,Sacramento,18,5C,Parks and Rec,8,Middle Ground
95828,Sacramento,29,7C,American Dreamers,7,Ethnic Enclaves
95829,Sacramento,13,4A,Soccer Moms,4,Family Landscapes
95830,Sacramento,2,1B,Professional Pride,1,Affluent Estates
95831,Sacramento,35,8C,Bright Young Professionals,8,Middle Ground
95832,Sacramento,29,7C,American Dreamers,7,Ethnic Enclaves
95833,Sacramento,52,11B,Young and Restless,11,Midtown Singles
95834,Sacramento,35,8C,Bright Young Professionals,8,Middle Ground
95835,Sacramento,27,7A,Up and Coming Families,7,Ethnic Enclaves
95837,Sacramento,5,1E,Exurbanites,1,Affluent Estates
95838,Sacramento,29,7C,American Dreamers,7,Ethnic Enclaves
95841,Sacramento,37,8E,Front Porches,11,Midtown Singles
95842,Sacramento,53,11C,Metro Fusion,11,Midtown Singles
95843,Antelope,13,4A,Soccer Moms,4,Family Landscapes
95864,Sacramento,5,1E,Exurbanites,1,Affluent Estates
95901,Marysville,27,7A,Up and Coming Families,8,Middle Ground
95903,Beale Afb,65,14A,Military Proximity,14,Scholars and Patriots
95910,Alleghany,25,6E,Rural Resort Dwellers,6,Cozy Country Living
95912,Arbuckle,30,7D,Barrios Urbanos,7,Ethnic Enclaves
95913,Artois,47,10B,Rooted Rural,10,Rustic Outposts
95914,Bangor,23,6C,The Great Outdoors,6,Cozy Country Living
95915,Belden,23,6C,The Great Outdoors,6,Cozy Country Living
95916,Berry Creek,43,9D,Senior Escapes,9,Senior Styles
95917,Biggs,28,7B,Urban Villages,7,Ethnic Enclaves
95918,Browns Valley,23,6C,The Great Outdoors,6,Cozy Country Living
95919,Brownsville,43,9D,Senior Escapes,9,Senior Styles
95920,Butte City,47,10B,Rooted Rural,10,Rustic Outposts
95922,Camptonville,23,6C,The Great Outdoors,6,Cozy Country Living
95923,Canyon Dam,40,9A,Silver & Gold,9,Senior Styles
95925,Challenge,43,9D,Senior Escapes,9,Senior Styles
95926,Chico,67,14C,Dorms to Diplomas,14,Scholars and Patriots
95928,Chico,67,14C,Dorms to Diplomas,14,Scholars and Patriots
95930,Clipper Mills,43,9D,Senior Escapes,9,Senior Styles
95932,Colusa,28,7B,Urban Villages,7,Ethnic Enclaves
95934,Crescent Mills,23,6C,The Great Outdoors,6,Cozy Country Living
95935,Dobbins,23,6C,The Great Outdoors,6,Cozy Country Living
95936,Downieville,25,6E,Rural Resort Dwellers,6,Cozy Country Living
95937,Dunnigan,46,10A,Southern Satellites,10,Rustic Outposts
95938,Durham,17,5B,In Style,5,GenXurban
95939,Elk Creek,25,6E,Rural Resort Dwellers,6,Cozy Country Living
95941,Forbestown,43,9D,Senior Escapes,9,Senior Styles
95942,Forest Ranch,5,1E,Exurbanites,1,Affluent Estates
95943,Glenn,24,6D,Prairie Living,6,Cozy Country Living
95944,Goodyears Bar,25,6E,Rural Resort Dwellers,6,Cozy Country Living
95945,Grass Valley,23,6C,The Great Outdoors,6,Cozy Country Living
95946,Penn Valley,23,6C,The Great Outdoors,6,Cozy Country Living
95947,Greenville,58,12C,Small Town Simplicity,6,Cozy Country Living
95948,Gridley,32,7F,Southwestern Families,7,Ethnic Enclaves
95949,Grass Valley,23,6C,The Great Outdoors,6,Cozy Country Living
95950,Grimes,31,7E,Valley Growers,7,Ethnic Enclaves
95951,Hamilton City,31,7E,Valley Growers,7,Ethnic Enclaves
95953,Live Oak,32,7F,Southwestern Families,7,Ethnic Enclaves
95954,Magalia,43,9D,Senior Escapes,9,Senior Styles
95955,Maxwell,28,7B,Urban Villages,7,Ethnic Enclaves
95957,Meridian,24,6D,Prairie Living,6,Cozy Country Living
95958,Nelson,21,6A,Green Acres,6,Cozy Country Living
95959,Nevada City,23,6C,The Great Outdoors,6,Cozy Country Living
95960,North San Juan,23,6C,The Great Outdoors,6,Cozy Country Living
95961,Olivehurst,27,7A,Up and Coming Families,7,Ethnic Enclaves
95962,Oregon House,23,6C,The Great Outdoors,6,Cozy Country Living
95963,Orland,23,6C,The Great Outdoors,6,Cozy Country Living
95965,Oroville,50,10E,Rural Bypasses,10,Rustic Outposts
95966,Oroville,43,9D,Senior Escapes,9,Senior Styles
95968,Palermo,49,10D,Down the Road,10,Rustic Outposts
95969,Paradise,43,9D,Senior Escapes,9,Senior Styles
95970,Princeton,24,6D,Prairie Living,6,Cozy Country Living
95971,Quincy,38,8F,Old and Newcomers,5,GenXurban
95973,Chico,35,8C,Bright Young Professionals,8,Middle Ground
95974,Richvale,24,6D,Prairie Living,6,Cozy Country Living
95975,Rough And Ready,23,6C,The Great Outdoors,6,Cozy Country Living
95977,Smartsville,23,6C,The Great Outdoors,6,Cozy Country Living
95979,Stonyford,43,9D,Senior Escapes,9,Senior Styles
95981,Strawberry Valley,23,6C,The Great Outdoors,6,Cozy Country Living
95982,Sutter,21,6A,Green Acres,6,Cozy Country Living
95983,Taylorsville,25,6E,Rural Resort Dwellers,6,Cozy Country Living
95984,Twain,23,6C,The Great Outdoors,6,Cozy Country Living
95986,Washington,23,6C,The Great Outdoors,6,Cozy Country Living
95987,Williams,15,4C,Middleburg,7,Ethnic Enclaves
95988,Willows,22,6B,Salt of the Earth,6,Cozy Country Living
95991,Yuba City,27,7A,Up and Coming Families,7,Ethnic Enclaves
95993,Yuba City,16,5A,Comfortable Empty Nesters,5,GenXurban
96001,Redding,5,1E,Exurbanites,5,GenXurban
96002,Redding,38,8F,Old and Newcomers,8,Middle Ground
96003,Redding,23,6C,The Great Outdoors,6,Cozy Country Living
96006,Adin,23,6C,The Great Outdoors,6,Cozy Country Living
96007,Anderson,23,6C,The Great Outdoors,6,Cozy Country Living
96008,Bella Vista,23,6C,The Great Outdoors,6,Cozy Country Living
96010,Big Bar,43,9D,Senior Escapes,9,Senior Styles
96013,Burney,20,5E,Midlife Constants,5,GenXurban
96014,Callahan,25,6E,Rural Resort Dwellers,6,Cozy Country Living
96015,Canby,43,9D,Senior Escapes,9,Senior Styles
96016,Cassel,25,6E,Rural Resort Dwellers,6,Cozy Country Living
96017,Castella,25,6E,Rural Resort Dwellers,6,Cozy Country Living
96019,Shasta Lake,19,5D,Rustbelt Traditions,5,GenXurban
96020,Chester,23,6C,The Great Outdoors,6,Cozy Country Living
96021,Corning,47,10B,Rooted Rural,10,Rustic Outposts
96022,Cottonwood,23,6C,The Great Outdoors,6,Cozy Country Living
96023,Dorris,26,6F,Heartland Communities,6,Cozy Country Living
96024,Douglas City,23,6C,The Great Outdoors,6,Cozy Country Living
96025,Dunsmuir,58,12C,Small Town Simplicity,12,Hometown
96027,Etna,23,6C,The Great Outdoors,6,Cozy Country Living
96028,Fall River Mills,23,6C,The Great Outdoors,6,Cozy Country Living
96031,Forks Of Salmon,25,6E,Rural Resort Dwellers,6,Cozy Country Living
96032,Fort Jones,23,6C,The Great Outdoors,6,Cozy Country Living
96033,French Gulch,23,6C,The Great Outdoors,6,Cozy Country Living
96034,Gazelle,43,9D,Senior Escapes,9,Senior Styles
96035,Gerber,49,10D,Down the Road,10,Rustic Outposts
96037,Greenview,23,6C,The Great Outdoors,6,Cozy Country Living
96038,Grenada,43,9D,Senior Escapes,9,Senior Styles
96039,Happy Camp,43,9D,Senior Escapes,9,Senior Styles
96040,Hat Creek,25,6E,Rural Resort Dwellers,6,Cozy Country Living
96041,Hayfork,43,9D,Senior Escapes,9,Senior Styles
96044,Hornbrook,43,9D,Senior Escapes,9,Senior Styles
96046,Hyampom,43,9D,Senior Escapes,9,Senior Styles
96047,Igo,23,6C,The Great Outdoors,6,Cozy Country Living
96048,Junction City,43,9D,Senior Escapes,9,Senior Styles
96050,Klamath River,43,9D,Senior Escapes,9,Senior Styles
96051,Lakehead,40,9A,Silver & Gold,9,Senior Styles
96052,Lewiston,25,6E,Rural Resort Dwellers,6,Cozy Country Living
96054,Lookout,23,6C,The Great Outdoors,6,Cozy Country Living
96055,Los Molinos,23,6C,The Great Outdoors,10,Rustic Outposts
96056,Mcarthur,25,6E,Rural Resort Dwellers,6,Cozy Country Living
96057,Mccloud,43,9D,Senior Escapes,9,Senior Styles
96058,Macdoel,26,6F,Heartland Communities,6,Cozy Country Living
96059,Manton,25,6E,Rural Resort Dwellers,6,Cozy Country Living
96061,Mill Creek,25,6E,Rural Resort Dwellers,6,Cozy Country Living
96062,Millville,23,6C,The Great Outdoors,6,Cozy Country Living
96063,Mineral,25,6E,Rural Resort Dwellers,6,Cozy Country Living
96064,Montague,43,9D,Senior Escapes,9,Senior Styles
96065,Montgomery Creek,23,6C,The Great Outdoors,6,Cozy Country Living
96067,Mount Shasta,23,6C,The Great Outdoors,6,Cozy Country Living
96068,Nubieber,24,6D,Prairie Living,6,Cozy Country Living
96069,Oak Run,23,6C,The Great Outdoors,6,Cozy Country Living
96071,Old Station,25,6E,Rural Resort Dwellers,6,Cozy Country Living
96073,Palo Cedro,16,5A,Comfortable Empty Nesters,5,GenXurban
96075,Paynes Creek,25,6E,Rural Resort Dwellers,6,Cozy Country Living
96076,Platina,23,6C,The Great Outdoors,6,Cozy Country Living
96078,Proberta,47,10B,Rooted Rural,10,Rustic Outposts
96080,Red Bluff,23,6C,The Great Outdoors,11,Midtown Singles
96084,Round Mountain,23,6C,The Great Outdoors,6,Cozy Country Living
96085,Scott Bar,23,6C,The Great Outdoors,6,Cozy Country Living
96086,Seiad Valley,43,9D,Senior Escapes,9,Senior Styles
96087,Shasta,23,6C,The Great Outdoors,6,Cozy Country Living
96088,Shingletown,43,9D,Senior Escapes,9,Senior Styles
96090,Tehama,48,10C,Diners & Miners,10,Rustic Outposts
96091,Trinity Center,25,6E,Rural Resort Dwellers,6,Cozy Country Living
96093,Weaverville,38,8F,Old and Newcomers,8,Middle Ground
96094,Weed,23,6C,The Great Outdoors,6,Cozy Country Living
96096,Whitmore,23,6C,The Great Outdoors,6,Cozy Country Living
96097,Yreka,58,12C,Small Town Simplicity,12,Hometown
96101,Alturas,58,12C,Small Town Simplicity,12,Hometown
96103,Blairsden Graeagle,40,9A,Silver & Gold,9,Senior Styles
96104,Cedarville,25,6E,Rural Resort Dwellers,6,Cozy Country Living
96105,Chilcoot,25,6E,Rural Resort Dwellers,6,Cozy Country Living
96106,Clio,40,9A,Silver & Gold,9,Senior Styles
96107,Coleville,43,9D,Senior Escapes,9,Senior Styles
96108,Davis Creek,43,9D,Senior Escapes,9,Senior Styles
96109,Doyle,47,10B,Rooted Rural,10,Rustic Outposts
96111,Floriston,23,6C,The Great Outdoors,6,Cozy Country Living
96112,Fort Bidwell,23,6C,The Great Outdoors,6,Cozy Country Living
96113,Herlong,53,11C,Metro Fusion,11,Midtown Singles
96114,Janesville,21,6A,Green Acres,6,Cozy Country Living
96115,Lake City,23,6C,The Great Outdoors,6,Cozy Country Living
96116,Likely,25,6E,Rural Resort Dwellers,6,Cozy Country Living
96117,Litchfield,23,6C,The Great Outdoors,6,Cozy Country Living
96118,Loyalton,23,6C,The Great Outdoors,6,Cozy Country Living
96119,Madeline,43,9D,Senior Escapes,9,Senior Styles
96120,Markleeville,23,6C,The Great Outdoors,6,Cozy Country Living
96121,Milford,23,6C,The Great Outdoors,6,Cozy Country Living
96122,Portola,58,12C,Small Town Simplicity,10,Rustic Outposts
96123,Ravendale,43,9D,Senior Escapes,9,Senior Styles
96124,Calpine,25,6E,Rural Resort Dwellers,6,Cozy Country Living
96125,Sierra City,25,6E,Rural Resort Dwellers,6,Cozy Country Living
96126,Sierraville,23,6C,The Great Outdoors,6,Cozy Country Living
96128,Standish,23,6C,The Great Outdoors,6,Cozy Country Living
96129,Beckwourth,25,6E,Rural Resort Dwellers,6,Cozy Country Living
96130,Susanville,68,15,Unclassified,6,Cozy Country Living
96132,Termo,43,9D,Senior Escapes,9,Senior Styles
96134,Tulelake,58,12C,Small Town Simplicity,12,Hometown
96135,Vinton,25,6E,Rural Resort Dwellers,6,Cozy Country Living
96136,Wendel,23,6C,The Great Outdoors,6,Cozy Country Living
96137,Westwood,25,6E,Rural Resort Dwellers,6,Cozy Country Living
96140,Carnelian Bay,17,5B,In Style,5,GenXurban
96141,Homewood,6,2A,Urban Chic,2,Upscale Avenues
96142,Tahoma,17,5B,In Style,5,GenXurban
96143,Kings Beach,60,13A,International Marketplace,13,Next Wave
96145,Tahoe City,6,2A,Urban Chic,2,Upscale Avenues
96146,Olympic Valley,6,2A,Urban Chic,2,Upscale Avenues
96148,Tahoe Vista,6,2A,Urban Chic,2,Upscale Avenues
96150,South Lake Tahoe,34,8B,Emerald City,8,Middle Ground
96157,South Lake Tahoe,5,1E,Exurbanites,1,Affluent Estates
96161,Truckee,13,4A,Soccer Moms,4,Family Landscapes
96162,Truckee,6,2A,Urban Chic,2,Upscale Avenues
,,,,,,
